"Name","Count"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Carrara","2"
"Imperial Library\Imperial Library\Detail Components\Div 12-Furnishings\123000-Casework\123200-Manufactured Wood Casework","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Dream","2"
"MESAS E CADEIRAS\Diversos","2"
"MESAS E CADEIRAS\Dentista","2"
"FABRICANTES\Deca BIM\Cuba\Serie Trio Retangular","2"
"Imperial Library\Detail Components\Div 22-Plumbing\221000-Plumbing Piping and Pumps\221316-Sanitary Waste and Vent Piping","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Fast","2"
"Imperial Library\Imperial Library\Detail Components\Div 09-Finishes\092000-Plaster and Gypsum Board\092400-Portland Cement Plastering","2"
"FABRICANTES\Deca BIM\Cozinha\Targa","2"
"Comp de det\Div 02-Preparação do terreno\02700-Bases, lastros e pavimentos\02770-Meios-fios e canaletas","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Monte Carlo","2"
"Colunas\Wood","2"
"FABRICANTES\Deca BIM\Cozinha\Aspen","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Quadra","2"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\089000-Louvers and Vents\089500-Vents","2"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\089000-Louvers and Vents\089100-Louvers","2"
"FABRICANTES\Celite\Metais\Valvulas","2"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\086300-Metal-Framed Skylights","2"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\086200-Unit Skylights","2"
"Libraries\US Metric\Pipe\Valves\Float Valves","2"
"Cozinha\Máquina de fazer suco","2"
"Comp de det\Div 02-Preparação do terreno\02700-Bases, lastros e pavimentos\02720-Cursos e lastros base soltos","2"
"Libraries\US Metric\Detail Items\Div 12-Furnishings\12400-Furnishing and Accessories\12480-Rug and Mats","2"
"Imperial Library\Detail Components\Div 08-Openings\089000-Louvers and Vents\089100-Louvers","2"
"Arquitetura\01 - Banheiro\Divisórias","2"
"Libraries\US Metric\Detail Items\Div 09-Finishes\09200-Plaster and Gypsum Board\09220-Portland Cement Plaster","2"
"Libraries\US Metric\Detail Items\Div 06-Wood and Plastic\06400-Architectural Woodwork\06430-Wood Stairs and Handrails","2"
"Imperial Library\Detail Components\Div 33-Utilities\334600-Subdrainage","2"
"Imperial Library\Detail Components\Div 32-Exterior Improvements\321300-Rigid Paving","2"
"Libraries\US Metric\Detail Items\Div 06-Wood and Plastic\06100-Rough Carpentry\06180-Glue Laminated Construction","2"
"ESTRUTURAS\Peças","2"
"Humanos e Animais\Pictogramas 3D","2"
"Libraries\US Metric\Structural Connections\Precast","2"
"Libraries\US Metric\Profiles\Slab","2"
"Libraries\US Metric\Detail Items\Div 02-Sitework\02450-Foundation and Load-Bearing Elements\02455-Driven Piles","2"
"Hidráulico\URINARIOS","2"
"Libraries\US Metric\Detail Items\Div 02-Sitework\02600-Drainage and Containment\02620-Subdrainage","2"
"Hidráulico\Familias Tigre\Registros e Valvulas\Acessórios","2"
"Esquadrias\Janelas\Pivotante","2"
"ESTRUTURAS\BALAÚSTRES","2"
"Imperial Library\Detail Components\Div 12-Furnishings\123000-Casework\123200-Manufactured Wood Casework","2"
"Imperial Library\Detail Components\Div 32-Exterior Improvements\321100-Base Courses","2"
"Libraries\US Metric\Detail Items\Div 03-Concrete\03100-Concrete Forms and Accessories\03150-Concrete Accessories","2"
"Hidráulico\Hidráulica\Arquitetura\Peças\Mictórios","2"
"Componente de Detalhe\Div 02-Preparação do terreno\02600-Drenagem e contenção\02620-Sub-drenagem","2"
"Sinalização\Sinalização de Transito\Sistema de mobiliário\Hardware e suportes","2"
"Sinalização\Sinalização de Transito\Sistema de mobiliário\Escrivaninhas","2"
"Sinalização\Símbolos de conexão","2"
"Imperial Library\Detail Components\Div 26-Electrical\265000-Lighting\265100-Interior Lighting","2"
"Imperial Library\Detail Components\Div 22-Plumbing\224000-Plumbing Fixtures\224100-Residential Plumbing Fixtures","2"
"Área Externa\Toldos","2"
"Iluminação elétrica\Iluminação Eletrica","2"
"Imperial Library\Detail Components\Structural\Wood","2"
"Hidráulico\Familias Tigre\Drenagem Predial\Calha de Piso Reforcada DN 130 x 75","2"
"Mecânica\Arquitetura\Componentes secundários de água\Caldeiras","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Produtos Economizadores\Decamatic Mictorio","2"
"Libraries\Brazil\Tubulação\Válvulas\Válvulas de ângulo","2"
"Comp de det\Div 06-Madeira e plástico\06400-Madeiramento arquitetônico\06430-Escadas e corrimãos de madeira","2"
"Imperial Library\Imperial Library\Detail Components\Div 04-Masonry\042000-Unit Masonry","2"
"Libraries\US Metric\Plumbing\Architectural\Fixtures\Urinals","2"
"Comp de det\Div 07-Proteção térmica e umidade\07300-Telhas, azulejos e coberturas de telhado\07310-Telhas","2"
"Hidráulico\Familias Tigre\Caixas e Ralos\Grelhas","2"
"Comp de det\Div 08-Portas e janelas\08100-Porta e estrutura metal\08110-Portas e estruturas de aço","2"
"Imperial Library\Detail Components\Div 08-Openings\089000-Louvers and Vents\089500-Vents","2"
"Libraries\US Metric\Plumbing\MEP\Equipment\Water Heaters","2"
"Libraries\US Metric\Detail Items\Div 08-Doors and Windows\08600-Skylights\08630-Metal-Framed Skylights","2"
"Libraries\US Metric\Detail Items\Div 08-Doors and Windows\08600-Skylights\08620-Unit Skylights","2"
"Libraries\Brazil\Tubulação\Válvulas\Válvulas do globo","2"
"Comp de det\Div 08-Portas e janelas\08200-Porta mad plást\08210-Portas de madeira","2"
"Imperial Library\Detail Components\Div 09-Finishes\092000-Plaster and Gypsum Board\092400-Portland Cement Plastering","2"
"Esquadrias\Janelas\Maxiar","2"
"Esquadrias\Janelas\MAXIM-AR","2"
"Esquadrias\Janelas\New folder (2)","2"
"Libraries\US Metric\Detail Items\Div 08-Doors and Windows\08400-Entrance and Storefronts\08410-Metal Storefronts","2"
"Lojas","2"
"Imperial Library\Imperial Library\Annotations\Mechanical","2"
"Cozinha\Torradeira","2"
"ESTRUTURAS\PERFIS\Calhas","2"
"Hidráulico\Familias Tigre\Drenagem Predial\Calha de Piso Reforcada DN 130 x 148","2"
"Tubulação\Válvulas\Válvulas de regulagem da pressão","2"
"Imperial Library\Imperial Library\Detail Components\Div 12-Furnishings\124000-Furnishing and Accessories\124800-Rug and Mats","2"
"Imperial Library\Detail Components\Div 12-Furnishings\124000-Furnishing and Accessories\124800-Rug and Mats","2"
"Libraries\US Metric\Detail Items\Div 16-Electrical\16500-Lighting\16510-Interior Luminaires","2"
"Libraries\US Metric\Duct\Fittings\Round\Offsets","2"
"Área Externa\Balcão","2"
"QUARTO\Berço","2"
"Esquadrias\Janelas\Brise","2"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de água\Amaciadores de água","2"
"Libraries\US Metric\Mechanical\MEP\Air-Side Components\Heat Distribution Devices","2"
"SYMBOLS\elevations","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Balance 6","2"
"Iluminação\Poste","2"
"Libraries\US Metric\Duct\Fittings\Round\Caps","2"
"Cozinha\Balcão","2"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de água\Recuperação de energia","2"
"Imperial Library\Detail Components\Div 07-Thermal and Moisture Protection\071300-Sheet Waterproofing","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Desviadores","2"
"Arquitetura\03 - Área de Serviço\Tanques","2"
"Imperial Library\Detail Components\Div 07-Thermal and Moisture Protection\079500-Expansion Control\079513-Expansion Joint","2"
"Cozinha\J) BASURAS","2"
"Área Externa\Postes","2"
"Esquadrias\Janelas\CANTO","2"
"Estrutural\Estrutura\Madeira","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Pro","2"
"FABRICANTES\Deca BIM\Metais\Dream","2"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Dispositivos de distribuição de calor","2"
"Esquadrias\Janelas\Arco","2"
"Esquadrias\Portas\Maçanetas Maçaneta de porta","2"
"Arquitetura\04 - Mobiliário\Balcões","2"
"Esquadrias\Ventanas","2"
"Mobiliário\Cadeiras, Poltronas, Banquetas e Banco\Cadeiras\Escritorio","2"
"PUERTAS\G) PUERTA BANDERA","2"
"Libraries\Brazil\Itens de detalhe\Div 07-Proteção térmica e umidade\07900-Seladores de junta\07915-Selador de junta","2"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Slide","2"
"Imperial Library\Detail Components\Div 04-Masonry\042000-Unit Masonry","2"
"Imperial Library\Annotations\Mechanical","2"
"Libraries\Brazil\Itens de detalhe\Div 08-Portas e janelas\08400-Ent e vitrine\08410-Vitrine metal","2"
"Bombeiros\Dispositivos de alarme de incêndio","2"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Standard","2"
"Mobiliário\BEBÊ","2"
"Libraries\Brazil\Itens de detalhe\Div 08-Portas e janelas\08600-Clarabóias\08620-Clarabóias unitárias","2"
"Estrutural\Estrutura\PRÉ-MOLDADOS","2"
"Pulpito","2"
"Libraries\Brazil\Itens de detalhe\Div 09-Acabamentos\09200-Emboço e placa de gesso\09220-Emboço de cimento Portland","2"
"Hidráulico\Biblioteca Deca BIM Revit\Produtos Economizadores\Decalux Mictorio","2"
"Mobiliário\Armários, Prateleiras e Cômodas","2"
"Área Externa\Área Externa - Chaminé","2"
"Hidráulico\Biblioteca Deca BIM Revit\Produtos Economizadores\Decamatic Eco","2"
"Libraries\Brazil\Itens de detalhe\Div 12-Mobiliário\12400-Mobiliário e acessórios\12480-Tapetes e capachos","2"
"Hidráulico\Biblioteca Deca BIM Revit\Produtos Economizadores\Decamatic Eco mict¢rio","2"
"Mobiliário\Acessórios","2"
"Mobiliário\03. DORMITORIO\B) ARMARIOS","2"
"Esquadrias\Soleiras e Peitoris","2"
"FABRICANTES\Deca BIM\Metais\Unic","2"
"Cozinha\Geladeira Coca Cola Paramétrica","2"
"Libraries\US Metric\Mechanical\MEP\Water-Side Components\Energy Recovery","2"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de água\Torres de refrigeração","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Hydra\Hydra Eco","2"
"Componente de Detalhe\Div 03-Concreto\03200-Reforço de concreto\03210-Aço de reforço","2"
"Libraries\Brazil\Perfis\Estrutura\Madeira","2"
"Imperial Library\Imperial Library\Detail Components\Div 22-Plumbing\224000-Plumbing Fixtures\224100-Residential Plumbing Fixtures","2"
"Libraries\US Metric\Duct\Fittings\Rectangular\Caps","2"
"Libraries\US Metric\Pipe\Fittings\Gray Iron Flanges\Class 250","2"
"Detail Components\Structural\Wood","2"
"Toldo","2"
"Cobogó","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Hydra\Hydra Duo","2"
"Mesas\Jogos","2"
"Libraries\Brazil\Perfis\Laje","2"
"Columns\Wood","2"
"Destilaria","2"
"Imperial Library\Imperial Library\Detail Components\Div 32-Exterior Improvements\321100-Base Courses","2"
"Imperial Library\Imperial Library\Detail Components\Div 22-Plumbing\221000-Plumbing Piping and Pumps\221316-Sanitary Waste and Vent Piping","2"
"Imperial Library\Imperial Library\Detail Components\Div 26-Electrical\265000-Lighting\265100-Interior Lighting","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Prata","2"
"Libraries\US Metric\Pipe\Fittings\Gray Iron Flanges\Class 125","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Axis","2"
"Componente de Detalhe\Div 08-Portas e janelas\08200-Porta mad plást\08260-Porta mad plást des","2"
"Imperial Library\Imperial Library\Detail Components\Structural\Wood","2"
"Imperial Library\Imperial Library\Detail Components\Div 32-Exterior Improvements\321300-Rigid Paving","2"
"Churrasqueira e Forno Torres chamine\CHURRASQUEIRA E FORNOS","2"
"Imperial Library\Imperial Library\Detail Components\Div 33-Utilities\334600-Subdrainage","2"
"Libraries\US Metric\Mechanical\MEP\Water-Side Components\Water Softeners","2"
"Iluminação\LUMINÁRIAS\LUMINARIA DE TETO","2"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Sky","2"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 005","1"
"Portas e janelas\CLIP_IN_Silence_Door_PC_1032_rfa","1"
"Esquadrias\Portas\Cortina","1"
"sofas e poltronas madeira\POL040006_rfa","1"
"Portas e janelas\CLIP_IN_Silence_Door_PC_4700_rfa","1"
"Esquadrias\PAINEL CORTINA","1"
"Telhado\Telhados\COBERTURA E MADEIRAMENTO\BRISES E PERGOLADO\PEÇAS PERGOLADO","1"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\Panels","1"
"Esquadrias\Portas\Puertas","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 008","1"
"ESTRUTURAS\ELEMENTOS CONSTRUTIVOS\COBOGO","1"
"Telhado\Telhados\Treliça","1"
"Esquadrias\Portas\Correr","1"
"Esquadrias\Portas\PORTÕES","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 004","1"
"Estrutural\Estruturas de Concreto\Pilares","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 007","1"
"Portas e janelas\Parede cortina","1"
"Esquadrias\Maçanetas e Trincos","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 006","1"
"Arquitetura\09 - Área Externa\Sinalizações","1"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Basicos\Complementos","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 009","1"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\Dry Valves","1"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\Trimpac","1"
"Telhado\Telhados\Window and Door Assemblies","1"
"TITLE BLOCK\New folder","1"
"Esquadrias\Portas\De Correr\MADEIRA","1"
"TEXTURAS\Mármores-Granitos","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 003","1"
"VERTICAL MOTION\New folder","1"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Banho\Quadrado","1"
"Área Externa\Lazer","1"
"sofas e poltronas madeira\POL110151_rfa","1"
"Área Externa\Pontos de ônibus","1"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\Preaction Release Trim","1"
"Elétrico\Família_iluminação_sem_hospedeiro\Suspended_Linear_EM_TME_SMARTBIM.rfa","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 001","1"
"SYMBOLS\elevations\New folder","1"
"Torre de Refrigeração","1"
"Equipamento Especial\Escadas rolantes","1"
"VENTILADOR_AR\Ventiladores","1"
"Esquadrias\Portas\Enrolar","1"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\Deluge Release Trim","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 010","1"
"Esquadrias\Paredes Cortina\Montantes Cortina","1"
"Área Externa\Churrasqueiras\Churrasqueiras","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 011","1"
"Elementos de Arquitetura\Cortina de vidro\Curtain Wall","1"
"Estrutural\Estruturas de Madeira","1"
"Esquadrias\Portas\Giratoria","1"
"Familias de Hidraulica\Biblioteca Deca BIM Revit","1"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Izy","1"
"Equipamentos de ginástica para idosos\Equipamento de ginástica para idosos 002","1"
"Estrutural\Estruturas Metálicas\Pilares Metálicos","1"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Banho\Acqua Plus","1"
"Portas e janelas\Novas","1"
"sofas e poltronas madeira\POL040012_rfa","1"
"Esquadrias\Portas\Aluminio","1"
"sauna-compact-line","1"
"FABRICANTES\Tigre\Aquatherm","1"
"Tubulações\Industrial\Válvulas","1"
"Elementos de Construção\Pérgolas e Coberturas","1"
"Tubulações\Água\Reservatórios","1"
"ANOTACÕES\Símbolos de Anotação","1"
"ANOTACÕES\Símbolo","1"
"Equipamentos\Escritório","1"
"FABRICANTES\Docol\Cozinha\Sifoes","1"
"ANOTACÕES\Plumbing Symbols","1"
"RECREATIVOS\Barracas\Barracas","1"
"Variados\Blocos revit\Móveis","1"
"RECREATIVOS\Barracas\Barracas 2","1"
"Variados\Brinquedos","1"
"Esquadrias\Janelas\Cortina","1"
"ANOTACÕES\Itens de detalhe\Div 01- Anotação\Anotação","1"
"FABRICANTES\Docol\Hidraulicos\Valvula para Hidrante","1"
"FABRICANTES\Deca BIM\Loucas\Duomo Plus","1"
"FABRICANTES\Docol\Hidraulicos\Valvulas para Chuveiro","1"
"FABRICANTES\Deca BIM\Hydra\Hydra Max Pro","1"
"FABRICANTES\Deca BIM\Hydra\Hydra Max","1"
"Arquitetura\03 - Área de Serviço\Equipamentos","1"
"Portas e janelas\portas\portas revit pivotante","1"
"EQUIPAMENTOS ELETRÔNICOS\Televisores","1"
"FABRICANTES\Deca BIM\Cubas\Serie Trio Retangular","1"
"EQUIPAMENTOS ELETRÔNICOS\Som","1"
"Variados\Varios - Por uso de edificio\Auditorio","1"
"Portas e janelas\portas\Portão","1"
"FABRICANTES\Docol\Hidraulicos\Registros\Jet 30","1"
"FABRICANTES\Fortlev\reservatorios\filtro","1"
"Elétrico\Família_iluminação_sem_hospedeiro\Light_Pendant_GlassDiffuser_TME_SMARTBIM.rfa","1"
"FABRICANTES\Docol\Banheiro\Sistema de Descarga","1"
"Esquadrias\2. VENTANAS","1"
"Elementos de Arquitetura\PAINÉIS CORTINAS\PUXADORES","1"
"FABRICANTES\Deca BIM\Uso Profissional\Porta sabao liquido","1"
"Esquadrias\1. PUERTAS\A) GARAJE","1"
"Esquadrias\GRADIS","1"
"FABRICANTES\Docol\Banheiro\Chuveiros\Valvulas para Chuveiro","1"
"FABRICANTES\Docol\Banheiro\Complementos\Alta Seguranca","1"
"Área Externa\Área Externa - Sinais de Pista, Trânsito e Estacionamento","1"
"FABRICANTES\Deca BIM\Produtos Economizadores\Produtos Economizadores","1"
"FABRICANTES\Docol\Banheiro\Complementos\Pedalmatic","1"
"Variados\BIBLIOTECA BLOCKS REVIT\DORMIT.OFIC.BIBLIOTECA","1"
"Elétrica\Arquitetura\Alimentação elétrica\Distribuição","1"
"Elementos de Arquitetura\Escadas\Escadas de incendio","1"
"Esquadrias\Janelas\ABRIR","1"
"Esquadrias\Janelas\Basculante","1"
"FABRICANTES\Docol\Banheiro\Complementos\Tubo de Ligacao para Bacia","1"
"FABRICANTES\Deca BIM\Metais\Link","1"
"FABRICANTES\Deca BIM\Metais\Izy Plus","1"
"FABRICANTES\Deca BIM\Metais\Izy","1"
"FABRICANTES\Docol\Banheiro\Complementos\Valvula Saida Dagua Universal para Lavatorio","1"
"QUARTO\F) VARIOS","1"
"Elétrica\Arquitetura\Informação e comunicação\Comunicação","1"
"Pré-moldado estrutural\Blocos de margens e carimbo","1"
"FABRICANTES\Deca BIM\Metais\Duna","1"
"FABRICANTES\Docol\Banheiro\Sifoes","1"
"Arquitetura\04 - Mobiliário\Mesas\Mesas Externas","1"
"FABRICANTES\Docol\Banheiro\Complementos\Registro Regulador de Vazao","1"
"FABRICANTES\Deca BIM\Cubas\Colecao Master","1"
"Variados\Varios\Armarios","1"
"Variados\Varios\Instrumentos Musicales","1"
"ESTRUTURAS\Quadro estrutural\Vigas\Concreto","1"
"ESTRUTURAS\Quadro estrutural\Pilares estruturais\Concreto\Concreto pré-moldado","1"
"EQUIPAMENTOS ELETRÔNICOS\Eletrônicos\Ar condicionado","1"
"ESTRUTURAS\PERFIS\Skirting Profiles","1"
"FABRICANTES\Herman Miller Collection\Passage Desking System\3 Territory","1"
"ESTRUTURAS\PERFIS\Sancas","1"
"Arquitetura\09 - Área Externa\Pontos de ônibus","1"
"ESTRUTURAS\PERFIS\Perfis de escadas","1"
"Esquadrias\Janelas\Oitão","1"
"Portas e janelas\portas\BIM CP 130\UK_Reynaers_CP 130","1"
"Serviço","1"
"Esquadrias\Janelas\Persiana","1"
"Portas e janelas\portas\CLIP_IN_Silence_Door_PC_1032_rfa","1"
"Portas e janelas\portas\BIM CP 130\NL_Reynaers_CP 130","1"
"Vegetação\Vegetação Palmeira Cica","1"
"FABRICANTES\Herman Miller Collection\Resolve\2 Work Surfaces","1"
"Arquitetura\00 - Esquadrias\Paredes Cortina\Montantes Cortina","1"
"ESTRUTURAS\Estruturas de Madeira\Tesouras","1"
"FABRICANTES\Herman Miller Collection\Sense Desking System\3 Round Tables and Extensions","1"
"FABRICANTES\Herman Miller Collection\Sense Desking System\4 Accessories","1"
"FABRICANTES\Herman Miller Collection\Supplemental Products\1 Storage","1"
"Simbolos\Extremidades de nível","1"
"FABRICANTES\Herman Miller Collection\Supplemental Products\3 Walls","1"
"Elétrico\Família_iluminação_sem_hospedeiro\Non-Hosted_Strip_Fixture_TME_SMARTBIM.rfa","1"
"Portas e janelas\portas revit pivotante","1"
"Armario - Prateleira e Organizadores\Armario","1"
"Portas e janelas\portas\BIM CP 130\BE_Reynaers_CP 130","1"
"ESTRUTURAS\Quadro estrutural\Vigas\Pre-Moldada","1"
"Esquadrias\Janelas\Guilhotina","1"
"EQUIPAMENTOS ELETRÔNICOS\Eletrônicos\Dispositivos de telefonia","1"
"Tubulação\Válvulas\Válvulas de piso","1"
"Variados\Varios\Ventiladores","1"
"Esquadrias\Janelas\Específico do Brasil","1"
"FABRICANTES\Fortlev\tratamento-esgoto","1"
"Portas e janelas\portas\Novas","1"
"ANOTACÕES\Heating Symbols","1"
"ANOTACÕES\Extremidades iniciais do eixo","1"
"Tubulação\Válvulas\Válvulas de descarga","1"
"ANOTACÕES\Etiquetas","1"
"FABRICANTES\Deca BIM\Banho\Duchas manuais","1"
"ANOTACÕES\Estrutural","1"
"FABRICANTES\Herman Miller Collection\4 Accessories","1"
"Vegetação\Arvores","1"
"Tubulação\Válvulas\Válvulas borboleta","1"
"Vegetação\Arvores selecionadas","1"
"Arquitetura\09 - Área Externa\Churrasqueiras","1"
"EQUIPAMENTOS ELETRÔNICOS\Eletrônicos\Ploter","1"
"Sala\pack muebles","1"
"ANOTACÕES\Arquitetura","1"
"Tubulação\Tubulações\Industrial\Válvulas","1"
"Salão\Salão beleza","1"
"Vegetação\Jardineiras e Proteções","1"
"FABRICANTES\Docol\Area de Servico e Externa\Sifoes","1"
"Tubulação\Tubulações\Água\Reservatórios","1"
"Esquadrias\Janelas\Geometricas","1"
"EQUIPAMENTOS ELETRÔNICOS\Eletrônicos\Fax","1"
"Portas e janelas\portas\CLIP_IN_Silence_Door_PC_4700_rfa","1"
"Área Externa\Toldos, Pérgolas e Coberturas","1"
"Telhado\Telhados\COBERTURA E MADEIRAMENTO\TOLDOS","1"
"Corrimãos\Terminações","1"
"Portas e janelas\BIM CP 130\UK_Reynaers_CP 130","1"
"Componente de Detalhe\Div 06-Madeira e plástico\06100-Carpintaria bruta\06170-Madeira estrutural pré-fabricada","1"
"Libraries\US Metric\Detail Items\Div 01-General","1"
"Libraries\US Metric\Detail Items\Div 02-Sitework\02700-Bases, Ballasts and Pavements\02750-Rigid Pavement","1"
"Libraries\US Metric\Detail Items\Div 04-Masonry\04060-Masonry Mortar","1"
"Imperial Library\Detail Components\Div 12-Furnishings\123000-Casework\123600-Countertops","1"
"Imperial Library\Detail Components\Div 09-Finishes\096000-Flooring\096400-Wood Flooring","1"
"Libraries\US Metric\Detail Items\Div 06-Wood and Plastic\06400-Architectural Woodwork","1"
"Libraries\US Metric\Detail Items\Div 07-Thermal and Moisture Protection\07600-Flashing and Sheet Metal\07645-Preformed Flashings","1"
"Libraries\US Metric\Detail Items\Div 08-Doors and Windows\08100-Metal Doors and Frames\08110-Steel Doors and Frames","1"
"Libraries\US Metric\Detail Items\Div 08-Doors and Windows\08200-Wood and Plastic Doors\08210-Wood Doors","1"
"Imperial Library\Detail Components\Div 09-Finishes\092000-Plaster and Gypsum Board\092300-Gypsum Plastering","1"
"Libraries\US Metric\Detail Items\Div 09-Finishes\09200-Plaster and Gypsum Board\09205-Furring and Lathing","1"
"Libraries\US Metric\Detail Items\Div 09-Finishes\09200-Plaster and Gypsum Board\09210-Gypsum Plaster","1"
"Libraries\US Metric\Detail Items\Div 09-Finishes\09200-Plaster and Gypsum Board\09250-Gypsum Wallboard","1"
"Libraries\US Metric\Detail Items\Div 09-Finishes\09600-Flooring\09640-Wood Flooring","1"
"Libraries\US Metric\Detail Items\Div 13-Special Construction\13090-Radiation Protection","1"
"Libraries\US Metric\Detail Items\Div 14-Conveying\14600-Hoists and Cranes\14605-Crane Rails","1"
"Libraries\US Metric\Duct\Fittings\Oval\Caps","1"
"Libraries\US Metric\Duct\Fittings\Oval\Offsets","1"
"Libraries\US Metric\Duct\Fittings\Oval\Transitions","1"
"Libraries\US Metric\Duct\Fittings\Oval\Unions","1"
"Libraries\US Metric\Duct\Fittings\Oval\Wyes","1"
"Libraries\US Metric\Duct\Fittings\Rectangular\Crosses","1"
"Libraries\US Metric\Duct\Fittings\Rectangular\Unions","1"
"Imperial Library\Detail Components\Div 06-Wood and Plastic\064000-Architectural Woodwork","1"
"Imperial Library\Detail Components\Div 41-Material Processing and Handling Equipment\412200-Cranes and Hoists\412213-Crane Rails","1"
"Libraries\US Metric\Duct\Fittings\Round\Unions","1"
"Imperial Library\Imperial Library\Casework","1"
"Imperial Library\Imperial Library\Detail Components\Div 01-General","1"
"Libraries\Brazil\Mecânica\MEP\Componentes gerais\Bombas de calor","1"
"Imperial Library\Imperial Library\Structural\Columns\Precast Concrete","1"
"Libraries\Brazil\Mecânica\MEP\Componentes gerais\Trocadores de calor","1"
"Cozinha\K) SECADORA","1"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Fornalhas","1"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Limpadores","1"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Recuperação de energia","1"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Umidificadores e desumidificadores","1"
"Imperial Library\Imperial Library\Detail Components\Div 41-Material Processing and Handling Equipment\412200-Cranes and Hoists\412213-Crane Rails","1"
"Imperial Library\Imperial Library\Detail Components\Div 12-Furnishings\123000-Casework\123600-Countertops","1"
"Imperial Library\Imperial Library\Detail Components\Div 09-Finishes\096000-Flooring\096400-Wood Flooring","1"
"Componente de Detalhe\Div 08-Portas e janelas\08200-Porta mad plást\08210-Portas de madeira","1"
"Imperial Library\Imperial Library\Detail Components\Div 09-Finishes\092000-Plaster and Gypsum Board\092300-Gypsum Plastering","1"
"Componente de Detalhe\Div 07-Proteção térmica e umidade\07300-Telhas, azulejos e coberturas de telhado\07310-Telhas","1"
"Imperial Library\Imperial Library\Detail Components\Div 06-Wood and Plastic\064000-Architectural Woodwork","1"
"Libraries\Brazil\Tubulação\Conexões\Flanges de ferro cinza\Classe 25","1"
"Libraries\Brazil\Tubulação\Conexões\Perfis","1"
"Componente de Detalhe\Div 07-Proteção térmica e umidade\07200-Proteção térmica\07210-Isolamento da construção","1"
"Libraries\Brazil\Tubulação\Válvulas\Purgadores","1"
"Libraries\Brazil\Tubulação\Válvulas\Válvulas de 3 vias","1"
"Libraries\Brazil\Tubulação\Válvulas\Válvulas de descarga","1"
"Libraries\Brazil\Tubulação\Válvulas\Válvulas de piso","1"
"Imperial Library\Imperial Library\Detail Components\Div 04-Masonry\040500-Common Work Results for Masonry\040513-Masonry Mortaring","1"
"Imperial Library\Imperial Library\Detail Components\Div 03-Concrete\035400-Cast Underlayment","1"
