"action","reason","id","family_name","category","symbols","used_symbols_detected","review_candidate"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","10006","prf - VARREDURA RETANGULAR","Perfis","5","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4489703","Degrau em ângulo","Perfis de divisão","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4489718","Entalhe","Perfis de divisão","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4489733","Entalhe com conicidade","Perfis de divisão","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3626080","M_Degrau em ângulo","Perfis de divisão","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3626093","M_Entalhe","Perfis de divisão","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3626067","M_Entalhe cônico","Perfis de divisão","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101172","Bacia acoplada","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097895","Banheira","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100085","Bidet","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097649","CAIXA D_AGUA RESERVATÓRIO 2012","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3019513","CUBA DE APOIO Deca_Redonda_L.55","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4097284","Caixa D água06.rfa","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097302","Caixa D água07","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097320","Caixa D água08","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097341","Caixa D'Água 20.000L","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097686","Caixa D'Água15000L","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3345146","Caixa D_Agua_Completa_2014 - Agua Fria - MEP -Tigre","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102704","Caixa D_Agua_Completa_2014 - Agua Fria - MEP -Tigre1","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3326714","Caixa D_Agua_Completa_Com_Saida_Vertical- Agua Fria - MEP -Tigre","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4098358","Caixa Sifonada Girafacil Montada Completa - Caixas e Ralos - Esgoto - MEP - Tigre","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097967","Caixa dagua de fibra de vidro Fortlev _ ALE-BIM","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098132","Caixa dagua fechada - Agua Fria - Tigre _ ALE-BIM","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3630804","Caixa de Gordura - Caixas de Gordura e Inspecao - Esgoto - MEP - Tigre","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098264","Caixa de Gordura Completa - Caixas de Gordura e Inspecao - Esgoto - MEP - Tigre","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098304","Caixa de Inspecao_Interligacao Completa - Caixas e Ralos - Esgoto - MEP - Tigre","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4098333","Caixa de Inspecao_Interligacao Tigre - Caixas e Ralos - Esgoto - MEP - Tigre","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3630837","Caixa de Inspecao_Interligacao Tigre com Tubo de Sistema - Caixas e Ralos - Esgoto - MEP - Tigre","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4623739","Caixa de Inspeção","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098387","Celite_Azálea_Bidê","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098405","Celite_Azálea_Tanque","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098445","Celite_Mictório_Convencional","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098463","Celite_Terra_Cuba_de_Apoio","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2192895","Chuveiro - Deca_Chuveiro Acqua Plus Quadratta_1990.C.CT.QUA_Tubo de Parede","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4098481","Chuveiro Chrome de Parede - Clássico - Arte_DOCOLChuveiros","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2998725","Cuba Dupla","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2999662","Cuba Dupla 02","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3135950","Cuba com Borda Paramétrica","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3151490","Cuba de Embutir Paramétrica 02","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3377132","Deca_Bacia Sanitaria Convencional Nuova_P-131_Saida Horizontal","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102576","Deca_Bacia Sanitaria Convencional Nuova_P.131_Saida Horizontal","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3627902","Deca_Bacia Sanitaria Monte Carlo_P.808_Caixa Acoplada","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4097628","Deca_Bica para banheira Spa Cascata_ 2170.C.CAS (1)","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3379750","Deca_Chuveiro Acqua Plus Quadratta_1990-C-CT-QUA_Tubo de Parede","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102492","Deca_Chuveiro Acqua Plus Quadratta_1990.C.CT.QUA_Tubo de Parede","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3630179","Deca_Chuveiro Chromo_1979.C.CT_Tubo de Parede","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3380711","Deca_Chuveiro Cubo_1985-C-CT_Tubo de Parede","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4097607","Deca_Chuveiro Deca Twin Spa_1978.C.CT.TWN_Parede","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3628455","Deca_Chuveiro Quadrado_1992.C.DES_com Desviador e Ducha Manual","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3381767","Deca_Cuba de Apoio Cilindrica_L-71_Mesa","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3382622","Deca_Cuba de Apoio Quadrada_L-73_Mesa","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3384497","Deca_Cuba de Sobrepor Retangular_L-1042C_Grelha e Valvula Oculta","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3383556","Deca_Cuba de Sobrepor Retangular_L-840","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102600","Deca_Cuba de Sobrepor Retangular_L.1042C_Grelha e Valvula Oculta","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4102660","Deca_Cuba de Sobrepor Retangular_L.840","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3385428","Deca_Ducha Higienica Prata_1984-C50-ACT_Registro e Derivacao","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102555","Deca_Ducha Higienica Prata_1984.C50.ACT_Registro e Derivacao","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3627965","Deca_Lavatorio Oxford_L.25_Coluna","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3352948","Deca_Monocomando Chuveiro Decamix_2993-C79-034_Alta e Baixa Pressao","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102534","Deca_Monocomando Chuveiro Decamix_2993.C79.034_Alta e Baixa Pressao","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3402154","Deca_Monocomando Lavatorio Decamix_2875-C79_ Mesa Bica Baixa","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102621","Deca_Monocomando Lavatorio Decamix_2875.C79_ Mesa Bica Baixa","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3399564","Deca_Shared_Assento_P-131","Peças hidrossanitárias","11","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3397856","Deca_Shared_Assento_P-7","Peças hidrossanitárias","11","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3379679","Deca_Shared_Assento_P.131","Peças hidrossanitárias","11","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","1816259","Deca_Shared_Assento_P.606","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3301933","Deca_Shared_Assento_P.7","Peças hidrossanitárias","11","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","1803980","Deca_Shared_Assento_P.8","Peças hidrossanitárias","3","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3627917","Deca_Shared_Assento_P.808","Peças hidrossanitárias","15","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3627930","Deca_Shared_Caixa Acoplada para Bacia_P.808","Peças hidrossanitárias","12","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","1816243","Deca_Shared_Caixa Acoplada_P.606","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3627968","Deca_Shared_Coluna para Lavatório Oxford_L.25","Peças hidrossanitárias","3","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3401221","Deca_Valvula Hydra Clean_2590-C","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102513","Deca_Valvula Hydra Clean_2590.C","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103803","Dispositivo de Retorno-50mm","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098908","Ducha Advanced Eletrônica","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4098930","Ducha Higiênica com Registro e Derivação - Linha DocolStillo - Arte_DOCOLMetais","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2280792","Filtro Anaerobio","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4099144","Geladeira","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4099229","Incepa_Louças Sanitárias_Bali_lavatório com coluna","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4099247","Incepa_Louças Sanitárias_Euro_Cuba de apoio oval Suíça","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4099265","Incepa_Louças Sanitárias_Pacific_Cuba de apoio","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4099283","Incepa_Louças Sanitárias_Thema_bacia convencional","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4099301","Incepa_Louças Sanitárias_Thema_lavatório com coluna","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100378","Lavatorio com armario - Vanity","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553536","M_Bidet","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553555","M_Lavatory - Vanity","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553568","M_Sink - Island - Single","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553581","M_Sink - Kitchen - Double","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553469","M_Sink - Mop","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553489","M_Sink - Work","Peças hidrossanitárias","0","0","NAO"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3628648","M_Sink Kitchen-Single","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4553594","M_Urinal with Wing - Wall Hung","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553607","M_Water Closet - Flush Tank","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101186","M_Water Closet - Flush Valve - Wall Mounted","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101270","Misturador para Cozinha de Mesa Bica Alta - Degusto - Arte_DOCOLCozinha","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101288","Misturador para Cozinha de Parede Bica Alta - Degusto - Arte_DOCOLCozinha","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101306","Misturador para Lavatório de Mesa - Linha DocolStillo - Arte_DOCOLMetais","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101234","Máquina de lavar louças","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101252","Máquina de lavar roupas","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3630111","Pia com pedestal","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2015782","Pia da cozinha-Ilha","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","1816456","Pia de Parede Banheiro","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4101342","Pia residencial","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4101360","Prolongador - Caixas de Gordura e Inspecao - Esgoto - MEP - Tigre","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4101375","Prolongamento para Caixa Sifonada - Caixas e Ralos - Esgoto - MEP - Tigre","Peças hidrossanitárias","2","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4101374","Ralo Quadrado Montado - Caixas e Ralos - Esgoto - MEP - Tigre","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4102442","Reservatório de água","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101486","Roca_Louças Sanitárias_Nexo_Bacia Convencional","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101468","Roca_Louças Sanitárias_Nexo_Bacia com Caixa Acoplada","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100678","Sink - Mop","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100692","Sink - Work","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2183106","Sumidouro","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3606957","Tampa Caixa D_Agua - Agua Fria - MEP -Tigre","Peças hidrossanitárias","5","0","SIM"
"REVISAR_DUPLICADA","Nome indica duplicidade importada com sufixo 1","4102823","Tampa Caixa D_Agua - Agua Fria - MEP -Tigre1","Peças hidrossanitárias","5","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3608296","Tanque 2 Cubas - 105x55cm","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102646","Tanque 2 Cubas - 105x55cm1","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4102424","Tanque D água10","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2185254","Tanque Septico Circular","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2184127","Tanque Septico Prismatico","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102025","Tempering_Valve-Thermostatic_Mixing-Guardian_Equipment-G3807LF","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4102362","Tempering_Valve-Thermostatic_Mixing-Guardian_Equipment-G3807LF (1)","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3630126","Torneira 1","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3630113","Torneira 3","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3619864","Torneira Boia - Agua Fria - MEP -Tigre","Peças hidrossanitárias","2","0","SIM"
"REVISAR_DUPLICADA","Nome indica duplicidade importada com sufixo 1","4102826","Torneira Boia - Agua Fria - MEP -Tigre1","Peças hidrossanitárias","2","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3000677","Torneira de Bancada 01","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3001679","Torneira de Bancada 02 - Misturador","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3002794","Torneira de Bancada 03","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4101828","Torneira para Lavatório de Parede - Linha DocolStillo - Arte_DOCOLMetais","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620916","Transformador_de_alta_tenso_15809","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101106","Urinal with Wing - Wall Hung","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","1801906","Vaso Sanitário - Deca_Bacia Sanitaria Convencional Monte Carlo_P.8","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","1813229","Vaso Sanitário Caixa Acoplada - Deca_Bacia Carrara_P.606_Caixa Acoplada","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3622372","Vaso sanitário monobloco","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3623832","Washer_12213","Peças hidrossanitárias","1","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3299286","_Produtos_Arq_Bib_Door_Double_Glazed-15-Lite_Reed","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102888","caixa-reguladora-de-nivel","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103451","cascata-03-quedas","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103495","cascata-amazonas","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103477","cascata-angel","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3363795","cascata-embutir","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4102679","cascata-embutir1","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4102905","coletor-solar","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100664","cuba dupla Sink - Kitchen - Double","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100650","cuba pia Sink - Island - Single","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103858","dispositivo-de-aspiracao-50mm","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103872","dispositivo-de-aspiracao-premium-flat-50mm","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103830","dispositivo-de-hidromassagem-50mm","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103844","dispositivo-de-hidromassagem-premium-flat-50mm","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103817","dispositivo-de-retorno-premium-flat-50mm","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103001","dosador-de-cloro -2Kg","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103754","dreno-de-fundo-anti-turbilhao-2pol","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103338","ducha-4-arcos-em-aco-inox","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103407","ducha-cascata-aluminio","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103351","ducha-cascata-inox-quadrada","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103325","ducha-tubular-2pol","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4102953","grade-de-fundo-15x15-1","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103740","ralo-quebra-onda-50mm","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4102966","skimmer-boca-larga-vinil-fibra-alvenaria","Peças hidrossanitárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103053","steam-inox","Peças hidrossanitárias","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2578637","tanque duplo","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3609602","כיור_Sink Kitchen-Single","Peças hidrossanitárias","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3637618","כיור_Sink Kitchen-Single1","Peças hidrossanitárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4489449","CU-Coluna universal-Coluna","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491231","Coluna retangular pré-moldada Quadrada","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945782","Coluna_PerfilEstruturalEnrijecido-Ue_ArcelorMittal","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945832","Coluna_PerfilEstruturalSimples-U_ArcelorMittal","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945567","Coluna_PerfilTubularQuadrado_ArcelorMittal","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945616","Coluna_PerfilTubularRedondo_ArcelorMittal","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945651","Coluna_PerfilTubularRetangular_ArcelorMittal","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3370137","Concreto-Retangular-Coluna","Pilares estruturais","2","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3628414","Cota Madeira -Coluna","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4426647","DBD-Glulam Column-with Bottom Knife Plate","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4427029","DBD-Glulam Column-with Stirrup Bracket","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4428221","Glulam-Espécies ocidentais-Coluna","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3628435","Glulam-Pinho do sul-Coluna","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4428180","MMP-Madeira de madeirite paralela-Coluna","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491325","M_Coluna retangular pré-moldada","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491258","M_Coluna retangular pré-moldada com rolamento em forma de cone","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491292","M_Coluna retangular pré-moldada com rolamento retangular","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4489421","M_Concreto-Retangular-Coluna","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491353","M_Pré-moldado-Coluna retangular com arrimo","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491174","M_Pré-moldado-Coluna retangular com mísulas","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491390","M_Pré-moldado-Coluna retangular com mísulas de múltipla camada","Pilares estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4428200","Madeira de lei-Coluna","Pilares estruturais","0","0","NAO"
